"";"id";"module";"supermodule";"dim_1";"dim_2"
"2189";"Gemin7";"22";"1";-0,294458434214891;2,1254900343293
"2190";"Gprc5b";"8";"1";-2,39618866168529;-0,962916051638715
"2191";"Ift20";"4";"1";0,233704283604323;4,69935592483223
"2192";"Mettl9";"11";"1";-0,798680231204332;2,48287566970528
"2193";"Emid1";"20";"1";0,722432806858717;-5,18695399690925
"2194";"Plppr3";"20";"1";0,289220049748121;-5,33286420036613
"2195";"Desi2";"32";"1";2,28524918831318;0,381028497921831
"2196";"Tor2a";"2";"1";-3,53253053151637;2,18985446761788
"2197";"Laptm4b";"35";"1";1,30663485802144;1,92515739272774
"2198";"Bnipl";"2";"1";-3,59556226455242;2,72600253890694
"2199";"Arf2";"33";"1";3,59361930168599;-1,32068029571831
"2200";"Mbnl2";"16";"1";1,58892388618916;-1,48133913208305
"2201";"Fut9";"17";"1";-0,71141652785808;-0,856051122439497
"2202";"Gsdme";"1";"1";2,31034465111226;-3,55367366005241
"2203";"Adrb2";"12";"1";0,806510880360304;-3,23654261757194
"2204";"Pak1ip1";"37";"1";-1,42365507804424;2,38780483077706
"2205";"Coch";"18";"1";2,68470521248311;2,07932170699776
"2206";"Psma1";"4";"1";0,223767712483107;4,3327301390046
"2207";"Bbc3";"49";"1";3,4468187836501;-1,84508482147514
"2208";"Sqor";"15";"1";-1,79625944816142;0,890414560543902
"2209";"Stx11";"14";"1";2,62513203896016;-1,30331627060234
"2210";"Hsd17b12";"7";"1";-1,82616703235179;1,73773416351021
"2211";"Srrm1";"13";"1";-0,139849469294847;-1,628230249179
"2212";"Bace2";"44";"1";3,5259842423293;-3,62058607269584
"2213";"Dohh";"3";"1";-2,453601524463;2,8051775343293
"2214";"Parl";"37";"1";-1,02403740607768;2,64958747695626
"2215";"Acp5";"30";"1";1,13708968437642;2,48537811111153
"2216";"Jagn1";"3";"1";-2,18563883029491;2,0012806303376
"2217";"Sec14l4";"10";"1";-4,64396290504009;2,97359832595528
"2218";"Pigt";"19";"1";-2,18308709584743;-0,179423009646528
"2219";"B3gnt8";"44";"1";3,405085518727;-3,71139446426689
"2220";"Map6";"18";"1";2,84618706978291;2,08096870254219
"2221";"Glod4";"11";"1";-0,505356833567919;2,33261474441231
"2222";"Samd4b";"25";"1";2,33123059547871;-0,221997415316694
"2223";"Elovl6";"18";"1";2,5265831498;1,80670722793282
"2224";"Dlg2";"34";"1";3,08932013786763;1,74691709350289
"2225";"Scnn1g";"1";"1";1,42789550102681;-3,14053598572075
"2226";"Fam3c";"2";"1";-3,82817356311351;2,46354945968331
"2227";"Dag1";"17";"1";-1,89134649955303;-0,676515733492963
"2228";"Tprgl";"11";"1";-0,699852988353075;1,99134715865792
"2229";"Casp3";"32";"1";2,26445622719258;0,368378961789019
"2230";"Polr2g";"22";"1";-0,070456549754442;2,21524890731514
"2231";"Fermt3";"44";"1";3,6652435807082;-3,74199548889457
"2232";"Plek2";"20";"1";0,414774611363112;-5,00571361709892
"2233";"Psmd11";"9";"1";1,04075141228169;0,538323248135455
"2234";"Nup50";"36";"1";2,27217145241231;-0,839239751589887
"2235";"Gnl1";"5";"1";1,19421596802205;1,51103481124581
"2236";"Dnaja2";"4";"1";0,429246142277418;4,10444244216622
"2237";"Uchl3";"9";"1";0,616233065495192;0,340555513607867
"2238";"Tsen34";"11";"1";-0,952768251529039;1,91289504836739
"2239";"Ufc1";"4";"1";-0,14752583228618;4,61323436568917
"2240";"Ppp1r14c";"44";"1";4,05364318169087;-3,84660736252128
"2241";"Psmd13";"11";"1";-0,564984366526903;2,42907794784249
"2242";"B230216N24Rik";"18";"1";2,62326569832295;1,92621406387032
"2243";"Bax";"29";"1";0,0439707783552992;1,37912639449776
"2244";"Pofut2";"32";"1";1,77337403572529;0,629368150936968
"2245";"Zcrb1";"26";"1";0,571832611927687;4,02258285354317
"2246";"Acta2";"53";"1";-1,05939869605571;-6,14567814175545
"2247";"Pitpna";"3";"1";-2,3131176384595;2,4271257765168
"2248";"Polr2j";"21";"1";-1,67889527999431;2,22411426376045
"2249";"1700016C15Rik";"41";"1";1,55607457436055;1,15197213958443
"2250";"Pygl";"44";"1";3,43803210533589;-3,69806042839348
"2251";"1110032A03Rik";"21";"1";-1,6859674903062;2,41391834090889
